codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
80035;I-055/CENIPA/2021 - 01;2023-03-23;2023-04-10;2023-09-19;Atuar junto a OMNI Taxi Aareo S.A. (COM 0311-02/ANAC), no intuito de que seja demonstrado que os processos relacionados a capacitaaao e treinamento do pessoal, a supervisao gerencial e ao controle de qualidade dos serviaos executados atendam aos requisitos estabelecidos na regulamentaaao aplicavel.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79997;A-050/CENIPA/2021 - 01;2022-08-05;2022-08-11;2022-11-21;Reforaar a atuaaao junto a Pulveriza Aviaaao Agracola LTDA-ME., no sentido de garantir que a empresa passe a exercer uma adequada supervisao gerencial sobre suas aeronaves, em especial quanto as escrituraaaes tacnicas, a fim de evitar que essa falha latente venha a contribuir para ocorrancias futuras.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79996;A-049/CENIPA/2021 - 01;2023-09-22;2023-10-09;NULL;Reforaar a atuaaao junto a Organizaaao de Manutenaao MANAV - Manutenaao de Aeronaves Ltda. (Certificado de Organizaaao de Manutenaao 7304-05/ANAC), a fim de que aquela OM demonstre possuir e aplicar todos os recursos necessarios, conforme regulamentaaao pertinente, a adequada prestaaao de serviaos de manutenaao.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79989;IG-047/CENIPA/2021 - 01;2022-11-03;2022-11-21;2022-12-30;Divulgar os ensinamentos colhidos nesta investigaaao as organizaaaes de manutenaao certificadas para realizaaao de serviaos em aeronaves modelo MU-2B-25.;ADOTADA;ABAG;ASSOCIAaaO BRASILEIRA DE AVIAaaO GERAL
79983;A-046/CENIPA/2021 - 01;2022-08-05;2022-08-10;2023-01-13;Divulgar os ensinamentos colhidos nesta investigaaao ao CIAC do Aeroclube de Santoangelo, a fim de que aquele Centro aprimore seus mecanismos de acompanhamento esupervisao de toda a parte pratica da instruaao aarea, no intuito de garantir que asoperaaaes transcorram com altos naveis de qualidade e seguranaa.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79966;IG-039/CENIPA/2020 a 01;2023-04-17;2023-04-25;NULL;Reforaar a atuaaao junto ao IBAMA, a fim de que aquele operador mantenha o navel de tolerabilidade do risco inerente a operaaao, incluindo a proteaao das aeronaves, tripulaaao, outras pessoas com funaao a bordo, passageiros e terceiros dentro do Navel Aceitavel de Desempenho da Seguranaa Operacional (NADSO) proposto em seu SGSO.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79961;A-035/CENIPA/2021 - 01;2022-12-04;2022-12-18;2023-07-17;Analisar se os processos do Sistema de Manuais da EJ - Escola de Aviaaao Civil Ltda. atendem aos requisitos estabelecidos no RBAC 141, principalmente no tocante ao acompanhamento do desempenho dos alunos por meio de supervisao da instruaao, seguido do endosso do voo solo, com a finalidade de que haja uma adequaaao da gestao de risco, considerando a natureza especafica da atividade dos voos de instruaao com alunos solo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79961;A-035/CENIPA/2021 - 02;2022-12-04;2022-12-18;2022-12-20;Divulgar os ensinamentos colhidos na presente investigaaao aos Centros de Instruaao de Aviaaao Civil (CIAC) Tipos 2 e 3, com a finalidade de alertar, quanto a gestao de risco na instruaao aarea, especialmente no tocante a supervisao, acompanhamento e adoaao de procedimentos que mitiguem os riscos referentes a liberaaao e realizaaao de voos solos por parte dos alunos.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79949;A-001/CENIPA/2021 - 01;2023-11-22;2023-11-27;NULL;Divulgar os ensinamentos colhidos nesta investigaaao a Brasil Vida Taxi-Aareo Ltda., a fimde que aquele operador possa, durante seus eventos internos de promoaao da seguranaaoperacional, debater sobre os fatores contribuintes deste acidente, particularmente no queconcerne a fadiga, percepaao e coordenaaao de cabine.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79885;A-024/CENIPA/2021 - 01;2023-12-29;2024-01-03;NULL;Atuar junto a Tecnologia Brasileira de Aeronautica S/A, COM 9212-01, de forma que a Organizaaao de Manutenaao aperfeiaoe seus mecanismos de inspeaao e controle, notadamente no que se refere a verificaaao e escrituraaao dos registros de manutenaao das aeronaves por ela manutenidas.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79885;A-024/CENIPA/2021 - 02;2023-12-29;2024-01-03;NULL;Avaliar a pertinencia de estabelecer critarios objetivos para a avaliaaao operacional de motores amparados pelo item 5.2.2 da IS 91.409-001, Rev. B, com vistas a propiciar referancias seguras para que os operadores possam optar por ultrapassar os prazos de horas e tempo calendarico recomendados.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79864;A-019/CENIPA/2021 - 01;2022-09-21;2022-09-27;2022-12-26;Atuar junto a VOARE Taxi-Aareo Ltda., a fim de que aquela organizaaao aperfeiaoe seus mecanismos de planejamento de voo e supervisao gerencial, visando incrementar os naveis de seguranaa operacional requeridos para o desempenho das atividades para as quais tal empresa a certificada.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79859;A-015/CENIPA/2021 - 01;2023-12-29;2024-01-09;NULL;Atuar junto a Aerovaley Manutenaao e Comarcio de Aeronaves Ltda., a fim de que aquela organizaaao demonstre que possui e aplica todos os recursos necessarios a adequada prestaaao de serviaos de manutenaao nas aeronaves Cessna, modelo A188B, e nos motores Continental, modelo IO-520-D, conforme preconiza a legislaaao em vigor, osrespectivos manuais tacnicos e a Lista de Capacidades da empresa.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79859;A-015/CENIPA/2021 - 02;2023-12-29;2024-01-09;NULL;Divulgar os ensinamentos colhidos nesta investigaaao a Aero Agracola Sao Miguel Ltda.-ME, no sentido de que aquele operador aperfeiaoe seus mecanismos administrativos e operacionais de recebimento, escrituraaao e verificaaao dos serviaos de manutenaao executados nas aeronaves sob sua responsabilidade, como forma de prevenir acidentes aeronauticos.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79858;A-017/CENIPA/2021 - 01;2023-03-23;2023-04-10;NULL;Atuar junto a Piquiatuba Taxi Aareo com objetivo de identificar se o processo de avaliaaao e identificaaao de riscos, previstos no MGSO da empresa, sao realizados de maneira consistente.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79858;A-017/CENIPA/2021 - 02;2023-03-23;2023-04-10;NULL;Divulgar a FUNAI os ensinamentos colhidos nesta investigaaao, a fim de que aquela Fundaaao se conscientize sobre a necessidade da adoaao de medidas mitigadoras nas pistas sobre a sua responsabilidade.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79854;A-014/CENIPA/2021 - 01;2022-12-05;2022-12-19;NULL;Atuar junto a Lima Aeropeaas (COM 1905-31/ANAC), a fim de que aquela Organizaaao de Manutenaao observe os requisitos estabelecidos para emissao do Certificado de Verificaaao de Aeronavegabilidade (CVA).;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79846;A-011/CENIPA/2021 - 01;2023-04-17;2023-04-25;NULL;Atuar junto ao operador da aeronave PT-OXQ, a fim de que seja confirmada a exatidao de seu peso e balanceamento, objetivando garantir que esse dado esteja disponavel para permitir o correto planejamento dos voos.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79846;A-011/CENIPA/2021 - 02;2023-04-17;2023-04-26;2023-09-19;Atuar junto ao operador aeroportuario do Aeradromo Estancia Harcules (SSFE), em Foz do Iguaau, PR, a fim de que as informaaaes do Plano Basico de Zona de Proteaao de Aeradromo (PBZPA) sejam atualizadas.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
79824;A-159/CENIPA/2020 - 01;2022-11-03;2022-11-16;2023-04-03;Atuar junto a SOCANA Aviaaao Agracola, a fim de que aquele operador observe o fiel cumprimento da legislaaao em vigor, possibilitando que a Autoridade de Investigaaao SIPAER possa exercer suas atribuiaaes previstas na Lei na 7.565/1986, com o objetivo anico de prevenir novas ocorrancias por meio da identificaaao dos possaveis fatores que tenham contribuado, direta ou indiretamente, para o acidente ou incidente aeronautico.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79823;A-003/CENIPA/2021 - 01;2022-12-05;2022-12-07;NULL;Atuar junto ao proprietario da area onde encontra-se instalada a aBase Zulua, a fim de que esta seja registrada, em funaao da estrutura, localizaaao e utilizaaao regular daquele heliponto, buscando cumprir o que o preva o RBAC 91.102 (d).;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79798;A-002/CENIPA/2021 - 01;2023-03-23;2023-04-10;2023-04-12;Divulgar os ensinamentos colhidos nesta investigaaao as Organizaaaes de Manutenaao Aeronauticas no sentido de alertar sobre os riscos causados pela utilizaaao de braaadeiras de plastico nos cabeamentos elatricos do motor, devido ao seu risco de deterioraaao, quebra e consequente atrito e aquecimento com as partes quentes do motor, podendo ocasionar aterramento e falhas no grupo motopropulsor, como observado nesta ocorrancia.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79798;A-002/CENIPA/2021 - 02;2023-03-23;2023-04-10;2023-07-04;Avaliar a pertinencia de atuar junto ao certificador primario, de forma a demandar do fabricante da aeronave ou do atual detentor do certificado a emissao de instruaaes tacnicas que orientem quanto a adequada fixaaao dos cabos elatricos na regiao dos motores das aeronaves PA-25-235.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79748;A-156/CENIPA/2020 - 01;2022-04-12;2022-04-25;2022-08-31;Reforaar a atuaaao junto a Mercaer Aviaaao Agracola Ltda, a fim de que aquele operador aprimore suas atividades de supervisao gerencial e gerenciamento do risco estabelecidos no seu Manual de Gerenciamento de Seguranaa Operacional (MGSO), com o intuito de estabelecer barreiras eficazes ao erro humano.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79742;A-153/CENIPA/2020 - 01;2023-08-15;2023-09-11;NULL;Divulgar os ensinamentos colhidos nesta investigaaao aos operadores e mantenedores de aeronaves agracolas adaptadas ao uso de etanol, a fim que seja observado o fiel cumprimento das recomendaaaes mencionadas na IS 137.201-001, Rev. E, em especial, sobre necessidade de se observar a compatibilidade dos materiais originais quanto ao desgaste e aos aspectos corrosivos do uso de etanol de todos os principais componentes do motor.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79724;A-149/CENIPA/2020 - 01;2023-09-22;2023-10-09;2023-11-24;Atuar junto a Blue Sky Taxi Aareo Ltda., a fim de verificar se a empresa e seus pilotos operam conforme os requisitos estabelecidos no RBAC 135, em especial quanto ao controle operacional dos seus voos e a manutenaao dos registros individuais de cada piloto.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79713;A-146/CENIPA/2020 - 01;2021-07-08;2021-07-30;2022-05-05;Atuar junto a empresa Pla e Silva Aviaaao Agracola Ltda., a fim de que aquele operador aprimore suas atividades de supervisao gerencial e que padronize seus procedimentos operacionais, como forma de estabelecer barreiras eficazes ao erro humano.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79713;A-146/CENIPA/2020 - 02;2021-07-08;2021-07-30;2022-05-05;Atuar junto a empresa Pla e Silva Aviaaao Agracola Ltda., no intuito de que aquele operador oriente seus tripulantes a manterem a bomba elatrica auxiliar de combustavel ligada, conforme preva o Boletim de Informaaao (BI) 200-028-0022, emitido pela Embraer.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79713;A-146/CENIPA/2020 - 03;2021-07-08;2021-07-26;2022-09-21;Divulgar os ensinamentos colhidos na presente investigaaao, com o propasito de alertar pilotos e operadores das aeronaves EMB-200, EMB-200A, EMB-201, EMB-201A, EMB-202, EMB-202A e EMB-203 sobre a importancia de se manter a bomba elatrica auxiliar de combustavel ligada, conforme preva o Boletim de Informaaao (BI) 200-028-0022, emitido pela Embraer.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79692;A-140/CENIPA/2020 - 01;2021-07-21;2021-08-16;2021-11-29;Atuar junto ao Aeroclube de Catanduva de modo que o seu Manual de Procedimentos e Praticas de Seguranaa Operacional seja revisado, garantindo que os procedimentos relativos a transmissao de comandos de voo entre tripulantes sejam revistos e aprimorados, bem como que tais procedimentos sejam comentados e detalhados em briefing antes de cada voo.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79619;A-130/CENIPA/2020 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar os ensinamentos colhidos na presente investigaaao, a fim de alertar pilotos e operadores da aviaaao civil brasileira sobre os riscos decorrentes da operaaao de pouso e decolagem em areas nao cadastradas.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79605;A-128/CENIPA/2020 - 01;2023-09-22;2023-10-09;NULL;Atuar junto a SOMA - Serviaos Oficina e Manutenaao Aeronautica Ltda., Certificado de Organizaaao de Manutenaao (COM) na 9809-01/ANAC, no sentido de que aquela OM demonstre que as atividades de manutenaao, nos produtos aeronauticos constantes de sua Especificaaao Operativa, estao ocorrendo em conformidade com as praticas aprovadas,especificamente no que se refere aos serviaos executados nos Magnetos PN 10-79020-119, Modelo S6RN-25P, assim como os procedimentos de remoaao, instalaaao e pesquisa de panes nesses componentes instalados nos motores Continental, Modelo LTSIO-360- KB6, aplicados nas aeronaves EMB-810D.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79605;A-128/CENIPA/2020 - 02;2023-09-22;2023-10-09;NULL;Divulgar os ensinamentos colhidos nesta investigaaao a Aero Center Brasil Taxi Aareo, afim de que os mesmos possam ser utilizados na promoaao da seguranaa operacional noambito do Sistema de Gerenciamento da Seguranaa Operacional (SMS) daquela empresa.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79595;A-124/CENIPA/2020 - 01;2022-11-03;2022-11-16;2023-04-02;Atuar junto a Escola de Aviaaao Civil Asas Rotativas Ltda - EACAR (Cadigo CIAC - 130), a fim de que aquele Centro de Instruaao adeque seu processo de instruaao de voo aos requisitos estabelecidos no RBAC na 141, sobretudo no que diz respeito aos procedimentos previstos no MIP, MGSO e SGQ e as orientaaaes contidas na IS 141-007A.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79589;IG-120/CENIPA/2020 - 01;2023-04-26;2023-04-28;2023-07-20;Divulgar os ensinamentos colhidos na presente investigaaao a Uirapuru Taxi Aareo para que, no ambito do seu Sistema de Gerenciamento da Seguranaa Operacional, suas tripulaaaes sejam orientadas sobre as regras de voo VFR, em especial sobre a responsabilidade do piloto em comando de providenciar sua prapria separaaao em relaaao a obstaculos e demais aeronaves por meio do uso da visao, conforme estabelecido no item 5.2 da ICA 100-12 - Regras do Ar.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79589;IG-120/CENIPA/2020 - 02;2023-04-26;2023-04-28;2023-11-06;Adotar sistematica, em consonancia com o previsto no item 6.6 da AIC-N 16/20, condicionando a aprovaaao do Plano de Voo (aVa ou aYa) ou Plano de Voo Simplificado ao registro da REA a ser utilizada, no campo 18 do respectivo plano apresentado pelos pilotos das aeronaves com destino a SBFZ.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
79589;IG-120/CENIPA/2020 - 03;2023-04-26;2023-04-28;2023-11-06;Alertar os ATCO que atuam no APP-FZ quanto a importancia da utilizaaao prioritaria das REA para as aeronaves que se aproximam em voo VFR para SBFZ, de modo a contribuir para adequada fluidez e sequenciamento de trafego.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
79589;IG-120/CENIPA/2020 - 04;2023-04-26;2023-04-28;2023-11-06;Alertar os ATCO que atuam no APP-FZ para que a adoaao da exceaao estabelecida no item 6.1 da AIC-N 16/20 devera ocorrer nos casos em que forem assegurados o sequenciamento e a fluidez do trafego.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
79589;IG-120/CENIPA/2020 - 05;2023-04-26;2023-04-28;2023-11-06;Implementar estudo de caso centrado na presente investigaaao, no ambito do DTCEA-FZ, visando a mitigar os erros, notadamente aos relacionados a AIC-N 16/20, de modo a permitir a melhor assimilaaao dos ensinamentos colhidos e a contribuir para a elevaaao dos padraes operacionais do Controle de Trafego Aareo disponibilizado na TMA-FZ.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAaO AaREO
79572;A-118/CENIPA/2020 - 01;2023-03-30;2023-04-25;2023-07-24;Atuar junto a Tocantins Aviaaao Agracola LTDA, a fim de verificar se a empresa implementou treinamento sobre a operaaao de combate a incandio para seus tripulantes e se esta sendo realizada uma adequada analise de risco das operaaaes.;ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79568;A-119/CENIPA/2020 - 01;2023-09-22;2023-10-09;NULL;Reavaliar os critarios e procedimentos estabelecidos na Instruaao Suplementar na 91.409-001, Revisao B, especificamente no que se refere ao disposto no item 5.2.2, quando orienta aavaliar a condiaao geral do produto aeronautico conforme instruaaes do fabricantea, considerando que nao existem instruaaes do fabricante direcionadas para a avaliaaao do produto com o tempo calendarico ou o peraodo acumulado de horas de operaaaoultrapassados, assim como nao existem parametros para o novo prazo a ser concedido.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79568;A-119/CENIPA/2020 - 02;2023-09-22;2023-10-09;NULL;Divulgar, como aaao de Promoaao de Seguranaa Operacional, os ensinamentos colhidosnesta investigaaao as Organizaaaes de Manutenaao certificadas para realizar este tipo de serviao, a fim de que as orientaaaes contidas nas Instruaaes Suplementares sejam claramente compreendidas.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79567;A-080/CENIPA/2018 - 01;2023-08-15;2023-09-06;NULL;Atuar junto a Pilatus Aircraft, no sentido de avaliar a suficiancia das publicaaaes relacionadas a aeronave PC-12, especialmente quanto aos procedimentos relacionados ao aviso aENGINE NP - In flighta, quando a rotaaao da halice nao corresponder ao movimento da PCL e estiver abaixo de 1.640 RPM.;AGUARDANDO RESPOSTA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
79567;A-080/CENIPA/2018 - 02;2023-08-15;2023-09-06;2023-10-18;Atuar junto a Organizaaao de Manutenaao Synerjet do Brasil, a fim de assegurar a conformidade de seus processos a requisitos de manutenaao aprovados, bem como a efetividade dos processos de supervisao sobre as tarefas executadas.;NaO ADOTADA;ANAC;AGaNCIA NACIONAL DE AVIAaaO CIVIL
